week,stocks_kt,grindings_weekly_kt,ir,price,spike_component
82,226.4203074549868,45.45655009354539,4.981027090464074,4601.139925225752,0.0
83,222.25359809006036,45.10805035984887,4.92713820076539,4306.1972040544115,0.0
84,222.26760122716428,45.62083542805904,4.872063370642679,4410.48260070323,0.0
85,222.7295035506553,47.42431452247681,4.696525522685043,4378.147058307542,0.0
86,200.25108360484603,41.905142584792884,4.778675629122329,4463.105266388773,0.0
87,207.99023066422185,44.11334486221334,4.714905009218251,4517.731663174606,0.0
88,216.8282817673281,45.88635948419003,4.725331976750857,3736.737795709116,0.0
89,204.8548163442391,42.627608400819085,4.805684016284218,4572.805886139746,0.0
90,230.3328037791748,47.21392357208026,4.878493172200183,3985.447310430801,0.0
91,226.94027566115315,45.552534919050984,4.981946143380095,3812.043428943861,0.0
92,229.8555540051924,46.26987597876511,4.967714936402278,4262.737046388393,0.0
93,216.53261373686706,44.14358450771731,4.905188741503586,4331.533160610879,0.0
94,226.2997631548642,46.22064553494931,4.896075347622519,4073.1050853447546,0.0
95,216.52050869512524,46.60270733398356,4.646092922100139,4693.363869671912,0.0
96,201.33478986081977,45.349317030205754,4.439643263573672,4016.0895821408267,0.0
97,193.10934181010353,45.351601339048045,4.258049023813301,4403.580816477354,0.0
98,187.5574923556899,45.40551485892259,4.13072052895868,4398.28247344276,0.0
99,184.29364091553313,43.70498210289093,4.216765047098435,4551.1741306265785,0.0
100,183.79152670514685,44.77870697963947,4.104440237381473,4726.11405353083,0.0
101,182.42402062588985,44.771216201321465,4.07458264715412,4277.532483915037,0.0
102,195.84662064398785,45.57509079653024,4.297229412407407,4802.14107979969,0.0
103,198.31546710158952,46.49973637036544,4.264872934375971,4569.196385694168,0.0
104,190.90747917090303,43.41219587703239,4.397554081614755,3858.225898735315,0.0
105,191.5995862562282,44.81248645452063,4.275584807164831,3882.784094730738,0.0
106,201.47352207880493,47.22218332148846,4.266501629269742,6444.006645668283,0.35
107,181.94576840228848,43.88461765678115,4.146003272155062,6175.160938966783,0.31181455134911873
108,180.35211696614348,43.76662497406452,4.120768212605326,6041.051295002672,0.27779518409443493
109,193.59035202271784,45.30345928774679,4.273191386845776,5805.027419275574,0.24748737341529164
110,186.72716940180223,46.26657778572798,4.03589758176155,5910.752409076734,0.22048618373160278
111,185.92007318124138,45.017139083340986,4.129984200840583,6051.611296768329,0.19643085845414027
112,196.9845215779072,46.99344088565548,4.191745015165207,4991.676182993816,0.175
113,191.01297400548427,46.285190973849794,4.126870171355732,4906.496576756966,0.1559072756745594
114,182.09729435065108,46.26273010033509,3.9361553880567914,4957.866088377151,0.13889759204721747
115,182.35720990149184,45.83117475198614,3.978890152572168,5427.557400894899,0.12374368670764582
116,190.5763419477291,48.491479650519125,3.9300995416354323,5812.94466638844,0.11024309186580139
117,178.63933235863934,44.69225746670094,3.997097987089575,4984.233890576557,0.09821542922707015
118,169.25814580974355,41.994716561900226,4.030462869305404,4162.881750948733,0.0875
119,203.83870917862902,47.40638154227571,4.2998158169243785,4273.7920967014115,0.0779536378372797
120,189.87950312903132,44.31345085356476,4.284917998295694,4550.006356007721,0.06944879602360873
121,187.55007883127288,45.16182066651455,4.152845834453543,4678.305473955709,0.06187184335382292
122,197.49212034846138,46.96432602729079,4.205151804663384,4677.396047738419,0.05512154593290071
123,181.5466164478949,42.596610688411616,4.261996753119247,4791.17736769629,0.04910771461353507
124,193.53455722386383,43.12252917884079,4.488014986811735,4536.352132248912,0.043750000000000004
125,197.17124347778352,42.59808309432172,4.6286412240945705,4973.141503060737,0.038976818918639855
126,205.60837424176054,43.80879556496186,4.693312646244159,4290.538082932831,0.03472439801180437
127,224.7362343241267,45.65945490902549,4.922008700539768,4136.704918215341,0.030935921676911456
128,217.30324913380133,45.786281764219154,4.746033981375147,4652.383051336127,0.027560772966450355
129,211.52625976059187,45.41441126899283,4.65769023202143,3976.5112244845745,0.024553857306767544
130,194.20622292439566,42.88085117416145,4.528973133849958,4576.164231895448,0.0
131,186.26851380199113,41.53484484505103,4.484632469361094,4489.851641981432,0.0
132,193.56163385438,45.081530378085574,4.293590573146815,4480.25005899036,0.0
133,195.33165967241666,44.2923359495425,4.410055497974572,5090.952467994769,0.0
134,200.77702061084358,45.68907865757492,4.394420428470518,4271.984421377668,0.0
135,193.05235873445633,46.0529304393319,4.191966871441004,5400.336578846024,0.0
136,183.71688816100783,45.20736214808802,4.063871003116643,4559.156598842066,0.0
137,190.9734534364434,46.14019962806378,4.138981950140673,4157.745399013883,0.0
138,194.54907438015647,45.3438170611726,4.29053147682061,4560.201142732476,0.0
139,211.1760835571763,45.7950970584022,4.61132516626976,4040.9848233142206,0.0
140,222.3543766136909,43.94299010569517,5.060064781182766,4006.1509770367775,0.0
141,229.0395614140638,44.730582879252815,5.120424252738682,4373.400077299651,0.0
142,225.0436241947334,45.295164144985435,4.968380807151743,4477.130636711951,0.0
143,214.9511081769241,46.23079271312613,4.649522440827494,4177.060788095269,0.0
144,208.73271737308752,44.409388241663144,4.7001934869542445,4731.3003985783525,0.0
145,210.0121773309756,45.78175088359817,4.587246518049069,4841.56296605474,0.0
146,202.37035329910805,44.60124181212693,4.537325533480645,4972.179771968086,0.0
147,199.88635637446288,44.823686749007805,4.459391247617254,4656.389355221447,0.0
148,205.99471698295508,46.24427856303611,4.454490877226278,4979.879039712961,0.0
149,194.53983735543173,42.010409443418766,4.630753185527636,3782.883360179678,0.0
150,200.869634958875,43.05529150788786,4.665387875078609,4274.35070017262,0.0
151,198.9815262539277,42.77672190383577,4.651631013270447,4095.3219970595487,0.0
152,187.02755016245007,41.49957582022754,4.506734019948462,4487.003489848606,0.0
153,187.82021106395536,43.98260333976724,4.270329557644355,4340.727317026886,0.0
154,194.61040667725186,46.12415084959161,4.219273484554025,4506.702909065301,0.0
155,188.7486883602192,44.57267390042614,4.234627897394656,5300.947484833118,0.0
156,204.86687574721617,45.29668512291278,4.522778547509799,4378.265209482735,0.0
157,212.49338870813904,46.63382624506619,4.556636369305438,4573.9462139818,0.0
158,221.67540590863305,46.99152919840154,4.717348204879733,4285.483928040868,0.0
159,208.8096699561583,44.89629309791079,4.650933418952468,4416.382269465226,0.0
160,210.86840949824477,47.030378834354096,4.4836638514213405,4455.696760052518,0.0
161,196.54912157529458,45.13818998765117,4.354386421543845,4671.53126702956,0.0
162,186.56647275613017,43.743902664258805,4.264970919217167,4990.38000848189,0.0
163,203.17617871282852,44.108399471701894,4.606292251505926,5026.912920148499,0.0
164,192.2880113714011,42.77919523115248,4.494895482077091,4560.665599923809,0.0
165,202.4361442331914,43.66779921939952,4.6358219981752296,4607.51712115997,0.0
166,200.5861863042547,44.46297496788836,4.511308261516919,4051.847302140677,0.0
167,215.5806593749125,46.2053775290679,4.665704965602548,4353.622996703511,0.0
168,225.224276007121,47.58115474674898,4.73347646155035,4700.82520860898,0.0
169,202.52729191018713,42.92672772693444,4.717976483055127,4678.80018334718,0.0
170,215.19593512196462,45.58924120238988,4.720322809643158,4439.329502019377,0.0
171,201.14492348065363,43.4391840912637,4.630494971039455,4720.352973394836,0.0
172,215.23475326492382,45.7120456326948,4.7084909521305836,4543.938490945066,0.0
173,208.29036103124957,44.80337002396841,4.648988701515549,4832.916914200707,0.0
174,189.11370004540018,42.25364126122871,4.475678175904996,4561.115140357245,0.0
175,199.47439555594212,46.392445487352724,4.2997171944799035,4403.594062304714,0.0
176,191.65306725254493,44.0924989307869,4.346613866303825,4633.105980994436,0.0
177,203.45218367076495,44.19914964243967,4.603079138776276,3486.295682409946,0.0
178,201.31049890169163,43.395371383065466,4.6389855066490036,4530.767950007217,0.0
179,203.89492864010714,44.01857508496867,4.6320201925330515,3283.70066271633,0.0
180,213.87460707689846,45.64183566104238,4.685933507697441,3813.3040512046905,0.0
181,218.71804565747874,44.71613348859539,4.891255763722541,4465.538734985227,0.0
182,224.16333225033245,45.49299300342372,4.9274254660154435,4462.679619933225,0.0
183,221.70109640935314,45.542882780893265,4.86796361740992,3931.475856078997,0.0
184,236.68403936316633,46.98099248329225,5.037868015396605,4025.183720811787,0.0
185,226.9241932336729,44.48582077370343,5.101045440703949,4733.935293648547,0.0
186,227.9731025422721,42.7847132747314,5.328377476282229,4020.2183416867947,0.0
187,249.12858396701583,46.60083362485798,5.346011317577049,4994.70309508953,0.0
188,229.27650703352683,44.502767741854115,5.151960623291663,4226.916151895439,0.0
189,230.66077787372456,46.67188866686607,4.942177924706063,4433.1017693633885,0.0
190,236.6053131556707,45.57506566977371,5.191551776799568,4798.540532443006,0.0
191,243.92503975415926,44.80329370469498,5.444355081613076,4192.69850748355,0.0
192,246.011572529882,45.52316384106944,5.404096547172294,3838.715687601894,0.0
193,255.66380160395465,47.92651884018945,5.334495552586728,4140.8165149276765,0.0
194,266.7366446532141,48.11547079358063,5.5436773298454565,4112.742514934231,0.0
195,241.81691777076495,45.104071702699166,5.36131015764357,3738.9477400721476,0.0
196,235.98517511216576,45.24028588997561,5.216261800070888,4124.120809396046,0.0
197,247.34851951480147,46.61436023619958,5.306272965272118,3943.5861520041244,0.0
198,229.0610060704748,43.73150845084898,5.237894007885016,4526.019732914491,0.0
199,237.9624323752062,45.499605558927385,5.229988907640455,4217.2474868744575,0.0
200,233.7341014063917,44.96120572806922,5.198572805632564,5846.656379983784,0.35
201,238.4151808641751,45.47086231718633,5.243251803783427,5690.8699443334535,0.31181455134911873
202,238.3093083048488,43.74994679107589,5.447076528866981,5575.277858443304,0.27779518409443493
203,232.1381766198656,42.61564876003655,5.447251969036233,7921.0128051776765,0.5974873734152917
204,231.6724154626271,41.890524846013065,5.530425228956675,6488.560725936204,0.5323007350807215
205,225.58709331149024,43.32392383051559,5.206986656933322,6226.61679697503,0.4742260425485752
206,230.13294434771763,44.311987072591,5.193469296935804,7026.54809715362,0.42248737341529163
207,225.52728709704968,44.56021262002686,5.061180677483799,5997.240642897417,0.3763934594061622
208,233.61397776038532,47.905846743644275,4.876523298095742,5383.513539796677,0.33532845050135773
209,221.56043563105447,46.65899005486095,4.748504744113556,6083.37791345312,0.29874368670764584
210,204.97559711834606,43.55686332548756,4.705931085685028,5917.776055550562,0.2661503675403608
211,220.87692842240077,45.52156267867643,4.852138534467879,4844.630452780434,0.23711302127428763
212,206.74867534762055,44.38938264547451,4.6576154707729085,5519.629803925716,0.21124368670764582
213,208.2686506171474,44.57345424293986,4.672481730538884,5609.8408444746365,0.1881967297030811
214,208.7171222904819,45.27798847412307,4.609681863622681,5367.393135786371,0.16766422525067887
215,209.99731879396518,45.92875667546309,4.572240443559706,5397.064348938718,0.14937184335382292
216,210.68707952090705,44.49111227417398,4.735486904048606,4450.814554162316,0.1330751837701804
217,224.7845350427866,46.595777299101535,4.824139612477737,5004.8526599390225,0.1185565106371438
218,217.73516433078026,43.28709266078639,5.030025140219816,4625.146646245986,0.10562184335382292
219,225.31528356556834,45.0095085935434,5.005948534125737,4514.489385918845,0.09409836485154056
220,239.6603148422587,48.89651058989375,4.901378686351358,5017.666032558576,0.08383211262533943
221,220.8139839752286,45.33461961393791,4.870758503228743,5232.163700492004,0.07468592167691146
222,231.5532587417683,47.14982175990926,4.911010266822564,5306.090334439447,0.0665375918850902
223,222.9856556200191,45.13728026725981,4.940165962585944,5058.489064063342,0.05927825531857191
224,219.23218915249777,45.8711656429947,4.77930277287336,4441.649788794535,0.030935921676911456
225,215.5685758918365,44.91482520841096,4.7994971569313405,6508.196586221666,0.37756077296645035
226,216.55149788883153,44.744388628253695,4.839746491744236,6435.820033145803,0.3363684086558863
227,228.89199365340014,43.83077640491187,5.222175202621997,5609.256028890237,0.27779518409443493
228,250.91472222410985,45.64545203843633,5.497036638235588,5352.920950989405,0.24748737341529164
229,234.09738388422886,43.72269421622135,5.354139036504697,5555.673515338311,0.22048618373160278
230,243.8101405820429,45.99837785447014,5.30040736117718,5070.956749082075,0.19643085845414027
231,236.49121409285635,46.62793050666887,5.071878840066313,4776.938374280933,0.175
232,226.88884244271645,45.54979711085584,4.981116422769801,4837.310688071271,0.1559072756745594
233,224.14673813873577,44.570626899666465,5.029023680625258,5154.022606671572,0.13889759204721747
234,237.95347677269967,45.680948368963044,5.209031013339735,6765.130707171133,0.4737436867076458
235,226.84459596998408,44.53699041668038,5.093397507278001,6652.001927297258,0.4220576432149201
236,231.66735423291067,46.403320688197724,4.992473616049492,6569.281004105005,0.3760106133215051
237,197.3466078758756,42.252890873677316,4.670606053107209,5945.494675796749,0.3349873734152916
238,207.18003310367874,44.49658894782203,4.656087983432257,6282.5442168031705,0.2984398215688825
239,189.35792975241583,42.013782007314006,4.507043182150355,5976.330204963003,0.265879654477749
240,189.94619559786986,42.757408754659195,4.442415972580934,5132.107770907521,0.23687184335382291
241,203.59605164085346,47.04579334472086,4.327614376678367,6262.575194485963,0.21102882160746012
242,200.83321828034187,46.34277747295753,4.333646562240133,5235.932938748737,0.18800530666075255
243,179.6350184124943,43.92077965007282,4.089977906669434,4794.315556734869,0.16749368670764583
244,166.59159642362323,42.74624481593865,3.897221782660702,5051.719165017859,0.14921991078444125
245,172.33864621890788,40.553206743237524,4.2496921959851255,4792.542305243027,0.13293982723887451
246,180.23351288947242,44.18475673810105,4.079088042914467,5238.994612594944,0.11843592167691144
247,191.7115216694919,48.630622518371105,3.942197564858837,5116.390511393288,0.10551441080373006
248,193.99813065039615,45.652326407195474,4.249468667161269,4868.97374424807,0.09400265333037627
249,207.8970255327491,44.16064157092577,4.707744682532492,4884.375363332524,0.06187184335382292
250,207.50271916823885,45.69762031425046,4.540777347732716,4811.284965479203,0.05512154593290071
251,191.93438182973745,42.658562470508336,4.49931668378253,4790.798091516161,0.04910771461353507
252,203.41449704832047,44.55401495595355,4.56557051591013,4773.292010522317,0.043750000000000004
253,218.427756420026,45.14921620952361,4.837908047093665,4723.612905757114,0.038976818918639855
254,210.6570704252483,44.87084902226843,4.694742243916618,3825.696270758754,0.03472439801180437
255,215.55604020785043,46.18620918253512,4.667108299707803,4391.642791874431,0.030935921676911456
256,218.19449242255678,45.51696783935408,4.7936956871258305,3746.724010597971,0.027560772966450355
257,223.80669683874225,46.00248902716199,4.865099727682049,4435.611606258523,0.024553857306767544
258,211.60313162388258,43.96744157665386,4.812723325167073,4331.364854812539,0.0
259,222.3840067925839,46.34672311261582,4.798268180734655,4716.290833079935,0.0
